"","user_id","name","screen_name","location","description","protected","followers_count","friends_count","listed_count","created_at","favourites_count","utc_offset","time_zone","geo_enabled","verified","statuses_count","lang","contributors_enabled","is_translator","is_translation_enabled","profile_background_color","profile_background_image_url","profile_background_image_url_https","profile_background_tile","profile_image_url","profile_image_url_https","profile_image_url.1","profile_image_url_https.1","profile_link_color","profile_sidebar_border_color","profile_sidebar_fill_color","profile_text_color","profile_use_background_image","default_profile","default_profile_image","profile_banner_url"
"1","770490229769789440","R-Ladies Global","RLadiesGlobal","The World","Promoting Gender Diversity in the #rstats community via meetups, mentorship & global collaboration! 30+ groups worldwide: US|Europe|Oceania|LatAm|Asia #RLadies",FALSE,1917,1593,89,2016-08-30 05:16:00,1421,NA,NA,TRUE,FALSE,1143,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/805930429144514560/g8PwO5bp_normal.jpg","https://pbs.twimg.com/profile_images/805930429144514560/g8PwO5bp_normal.jpg","http://pbs.twimg.com/profile_images/805930429144514560/g8PwO5bp_normal.jpg","https://pbs.twimg.com/profile_images/805930429144514560/g8PwO5bp_normal.jpg","88398A","000000","000000","000000",FALSE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/770490229769789440/1487531209"
"2","881530736","R-Ladies SF","RLadiesSF","San Francisco","R-Ladies is the first group dedicated to women and R. It was founded in Oct 2012 to promote knowledge, support and inclusivity. #rstats #RLadies",FALSE,916,382,69,2012-10-15 04:18:09,135,-25200,"Pacific Time (US & Canada)",FALSE,FALSE,531,"en",FALSE,FALSE,FALSE,"131516","http://pbs.twimg.com/profile_background_images/606871228423340032/aDYUOVa8.png","https://pbs.twimg.com/profile_background_images/606871228423340032/aDYUOVa8.png",FALSE,"http://pbs.twimg.com/profile_images/805889784593805312/n4tIxCsW_normal.jpg","https://pbs.twimg.com/profile_images/805889784593805312/n4tIxCsW_normal.jpg","http://pbs.twimg.com/profile_images/805889784593805312/n4tIxCsW_normal.jpg","https://pbs.twimg.com/profile_images/805889784593805312/n4tIxCsW_normal.jpg","009999","EBF5F2","E3D9E1","DABCD0",TRUE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/881530736/1433524078"
"3","771203524872908800","R-Ladies NYC","RLadiesNYC","New York","We are the proud Ladies who R! In New York via Meetup, mentoring and collaboration #rstats #RLadies #rstatsnyc",FALSE,309,268,27,2016-09-01 04:30:23,623,-25200,"Pacific Time (US & Canada)",FALSE,FALSE,413,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/842033618226683905/ee4wjuxG_normal.jpg","https://pbs.twimg.com/profile_images/842033618226683905/ee4wjuxG_normal.jpg","http://pbs.twimg.com/profile_images/842033618226683905/ee4wjuxG_normal.jpg","https://pbs.twimg.com/profile_images/842033618226683905/ee4wjuxG_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,FALSE,NA
"4","773118223512403968","R-Ladies Istanbul","RLadiesIstanbul","İstanbul, Türkiye","Istanbul's first R Programming Meetup for Women #rladies #rstats Come and join us!",FALSE,436,136,10,2016-09-06 11:18:43,93,NA,NA,FALSE,FALSE,219,"tr",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/805708674811514881/CuxHbvqT_normal.jpg","https://pbs.twimg.com/profile_images/805708674811514881/CuxHbvqT_normal.jpg","http://pbs.twimg.com/profile_images/805708674811514881/CuxHbvqT_normal.jpg","https://pbs.twimg.com/profile_images/805708674811514881/CuxHbvqT_normal.jpg","981CEB","000000","000000","000000",FALSE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/773118223512403968/1474559176"
"5","785949670858121217","R-Ladies BCN","RLadiesBCN","Barcelona, Spain","We are part of a world-wide organization to promote gender diversity in the #rstats community #RLadies https://t.co/mWCmJ4f1lr Tweets by @Rebitt & @ma_salmon",FALSE,377,363,41,2016-10-11 21:06:18,920,-25200,"Pacific Time (US & Canada)",FALSE,FALSE,749,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/805711972826226688/qQgWTPkY_normal.jpg","https://pbs.twimg.com/profile_images/805711972826226688/qQgWTPkY_normal.jpg","http://pbs.twimg.com/profile_images/805711972826226688/qQgWTPkY_normal.jpg","https://pbs.twimg.com/profile_images/805711972826226688/qQgWTPkY_normal.jpg","88398A","000000","000000","000000",FALSE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/785949670858121217/1476220709"
"6","783366686833606656","R-Ladies Columbus","RLadiesColumbus","Columbus, OH","R-Ladies Columbus is part of a world-wide organization to promote gender diversity in the R community. #RLadies #rstats  columbus@rladies.org",FALSE,179,98,6,2016-10-04 18:02:27,40,NA,NA,FALSE,FALSE,56,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/807795027053191168/rKez7ogV_normal.jpg","https://pbs.twimg.com/profile_images/807795027053191168/rKez7ogV_normal.jpg","http://pbs.twimg.com/profile_images/807795027053191168/rKez7ogV_normal.jpg","https://pbs.twimg.com/profile_images/807795027053191168/rKez7ogV_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,FALSE,"https://pbs.twimg.com/profile_banners/783366686833606656/1475604980"
"7","772948414501969920","R-Ladies Boston 🐟","RLadiesBoston","Boston, MA","R-Ladies Boston is part of a world-wide organization to promote
gender diversity in the R community #RLadies #rstats #rcodladies",FALSE,259,69,8,2016-09-06 00:03:57,17,-25200,"Pacific Time (US & Canada)",FALSE,FALSE,101,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/805738124202614785/PefgsF1y_normal.jpg","https://pbs.twimg.com/profile_images/805738124202614785/PefgsF1y_normal.jpg","http://pbs.twimg.com/profile_images/805738124202614785/PefgsF1y_normal.jpg","https://pbs.twimg.com/profile_images/805738124202614785/PefgsF1y_normal.jpg","88398A","000000","000000","000000",FALSE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/772948414501969920/1473467501"
"8","770377177296543745","R-Ladies LA 🌴","RLadiesLA","Los Angeles, CA","R-Ladies Los Angeles is part of a world-wide organization to promote gender diversity in the R community #RLadies #rstats https://t.co/mWCmJ4wCcZ",FALSE,320,388,10,2016-08-29 21:46:46,55,-25200,"Pacific Time (US & Canada)",TRUE,FALSE,68,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/806148507824291841/PkxpkE2c_normal.jpg","https://pbs.twimg.com/profile_images/806148507824291841/PkxpkE2c_normal.jpg","http://pbs.twimg.com/profile_images/806148507824291841/PkxpkE2c_normal.jpg","https://pbs.twimg.com/profile_images/806148507824291841/PkxpkE2c_normal.jpg","88393A","000000","000000","000000",FALSE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/770377177296543745/1477909746"
"9","722588617231769601","R-Ladies London","RLadiesLondon","London, England","The first R programming meetup for Minority Genders in the UK! Promoting Diversity & Inclusivity in STEM/Data Science
london@rladies.org 
#RLadiesLondon #rstats",FALSE,1154,655,80,2016-04-20 00:52:06,879,3600,"London",TRUE,FALSE,949,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/805930182322352128/y-uVDsf__normal.jpg","https://pbs.twimg.com/profile_images/805930182322352128/y-uVDsf__normal.jpg","http://pbs.twimg.com/profile_images/805930182322352128/y-uVDsf__normal.jpg","https://pbs.twimg.com/profile_images/805930182322352128/y-uVDsf__normal.jpg","88398A","000000","000000","000000",FALSE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/722588617231769601/1470226428"
"10","771530276488908800","R-Ladies AU","RLadiesAU","Melbourne, Victoria","Aims to create a community for women interested in R language in Melbourne. No matter how you define your gender, join us if you support the diversity!",FALSE,415,125,19,2016-09-02 02:08:47,268,NA,NA,FALSE,FALSE,205,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/805971415564369921/ZQBwD-4a_normal.jpg","https://pbs.twimg.com/profile_images/805971415564369921/ZQBwD-4a_normal.jpg","http://pbs.twimg.com/profile_images/805971415564369921/ZQBwD-4a_normal.jpg","https://pbs.twimg.com/profile_images/805971415564369921/ZQBwD-4a_normal.jpg","981CEB","000000","000000","000000",FALSE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/771530276488908800/1476836346"
"11","777930207508434945","R-Ladies Paris","RLadiesParis","Paris, France","We're a group of Ladies who love #Rstats. Come join us at our upcoming meet-up!",FALSE,253,184,11,2016-09-19 17:59:49,35,NA,NA,FALSE,FALSE,99,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/815860070743425024/BBtC0qBp_normal.jpg","https://pbs.twimg.com/profile_images/815860070743425024/BBtC0qBp_normal.jpg","http://pbs.twimg.com/profile_images/815860070743425024/BBtC0qBp_normal.jpg","https://pbs.twimg.com/profile_images/815860070743425024/BBtC0qBp_normal.jpg","728B18","000000","000000","000000",FALSE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/777930207508434945/1474364630"
"12","791287437880360960","R-Ladies Lisbon","RLadiesLx",NA,"Olá! Welcome to R Ladies Lisbon - Promoting the role of women in the R community as part of #RLadiesGlobal initiative. Collaborate, learn and share with us.",FALSE,199,162,9,2016-10-26 14:36:41,61,NA,NA,FALSE,FALSE,71,"pt",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/859774187254185986/x_MKX7vX_normal.jpg","https://pbs.twimg.com/profile_images/859774187254185986/x_MKX7vX_normal.jpg","http://pbs.twimg.com/profile_images/859774187254185986/x_MKX7vX_normal.jpg","https://pbs.twimg.com/profile_images/859774187254185986/x_MKX7vX_normal.jpg","88398A","000000","000000","000000",FALSE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/791287437880360960/1493821506"
"13","783014080395276288","R-Ladies Berlin","RLadiesBerlin","Berlin, Deutschland","R-Ladies Berlin is a local chapter of the worldwide R-Ladies group. More information at https://t.co/hmY7DgRF77.",FALSE,202,148,24,2016-10-03 18:41:19,174,NA,NA,FALSE,FALSE,164,"de",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/805920516003528704/-kKgUbYy_normal.jpg","https://pbs.twimg.com/profile_images/805920516003528704/-kKgUbYy_normal.jpg","http://pbs.twimg.com/profile_images/805920516003528704/-kKgUbYy_normal.jpg","https://pbs.twimg.com/profile_images/805920516003528704/-kKgUbYy_normal.jpg","88389A","000000","000000","000000",FALSE,FALSE,FALSE,NA
"14","747584164245864448","R-Ladies RTP","RLadiesRTP","Durham, NC",NA,FALSE,220,32,7,2016-06-28 00:15:29,83,NA,NA,FALSE,FALSE,54,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/805732306086412288/fu4-2Daj_normal.jpg","https://pbs.twimg.com/profile_images/805732306086412288/fu4-2Daj_normal.jpg","http://pbs.twimg.com/profile_images/805732306086412288/fu4-2Daj_normal.jpg","https://pbs.twimg.com/profile_images/805732306086412288/fu4-2Daj_normal.jpg","702773","000000","000000","000000",FALSE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/747584164245864448/1475238081"
"15","801792750106578944","R-Ladies Connecticut","RLadiesCT","Connecticut, USA","Promoting & connecting women (and self-identified) interested in R programming throughout Connecticut!",FALSE,141,159,7,2016-11-24 14:21:03,12,NA,NA,TRUE,FALSE,23,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/805750842829799424/5arK_Ak7_normal.jpg","https://pbs.twimg.com/profile_images/805750842829799424/5arK_Ak7_normal.jpg","http://pbs.twimg.com/profile_images/805750842829799424/5arK_Ak7_normal.jpg","https://pbs.twimg.com/profile_images/805750842829799424/5arK_Ak7_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,FALSE,"https://pbs.twimg.com/profile_banners/801792750106578944/1479999541"
"16","797899718630248452","R-Ladies Valencia","RLadiesValencia","Valencia, España","Promoting the role of women in the R community as part of #RLadiesGlobal initiative. #rstats #RLadiesValencia",FALSE,151,99,15,2016-11-13 20:31:32,16,NA,NA,FALSE,FALSE,42,"es",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/806246752697352192/MOvwbZWD_normal.jpg","https://pbs.twimg.com/profile_images/806246752697352192/MOvwbZWD_normal.jpg","http://pbs.twimg.com/profile_images/806246752697352192/MOvwbZWD_normal.jpg","https://pbs.twimg.com/profile_images/806246752697352192/MOvwbZWD_normal.jpg","ABB8C2","000000","000000","000000",FALSE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/797899718630248452/1479069374"
"17","781271660766851072","R-Ladies Nashville","RLadiesNash","Nashville, TN","R-Ladies Nashville is part of a worldwide organization to promote gender diversity in the R community. More info: https://t.co/hmY7DgRF77 #RLadies #rstats",FALSE,182,86,7,2016-09-28 23:17:34,73,-25200,"Pacific Time (US & Canada)",FALSE,FALSE,78,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/805814997452472320/LPOYuFPa_normal.jpg","https://pbs.twimg.com/profile_images/805814997452472320/LPOYuFPa_normal.jpg","http://pbs.twimg.com/profile_images/805814997452472320/LPOYuFPa_normal.jpg","https://pbs.twimg.com/profile_images/805814997452472320/LPOYuFPa_normal.jpg","981CEB","000000","000000","000000",FALSE,FALSE,FALSE,NA
"18","809427007587155968","R-Ladies Austin","RLadiesAustin","Austin, TX","R-Ladies Austin is part of a world-wide organization to promote gender diversity in the R community #RLadies #rstats",FALSE,113,33,2,2016-12-15 15:56:51,2,NA,NA,FALSE,FALSE,13,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/809431522583318528/trX7pR5T_normal.jpg","https://pbs.twimg.com/profile_images/809431522583318528/trX7pR5T_normal.jpg","http://pbs.twimg.com/profile_images/809431522583318528/trX7pR5T_normal.jpg","https://pbs.twimg.com/profile_images/809431522583318528/trX7pR5T_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,FALSE,"https://pbs.twimg.com/profile_banners/809427007587155968/1481819791"
"19","804027517506093057","R-Ladies Ames","RLadiesAmes","Ames, IA","R-Ladies Chapter for the Ames, Iowa, USA, area.",FALSE,130,51,7,2016-11-30 18:21:13,34,NA,NA,FALSE,FALSE,55,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/805815308791508992/j6ESN-Y-_normal.jpg","https://pbs.twimg.com/profile_images/805815308791508992/j6ESN-Y-_normal.jpg","http://pbs.twimg.com/profile_images/805815308791508992/j6ESN-Y-_normal.jpg","https://pbs.twimg.com/profile_images/805815308791508992/j6ESN-Y-_normal.jpg","981CEB","000000","000000","000000",FALSE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/804027517506093057/1480956318"
"20","806895230863568896","R-Ladies DC","RLadiesDC","Washington, DC","R-Ladies DC is part of a worldwide organization to promote Gender Diversity in the R community.",FALSE,128,104,5,2016-12-08 16:16:29,60,NA,NA,FALSE,FALSE,37,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/806895955777884162/XSFC0rl7_normal.jpg","https://pbs.twimg.com/profile_images/806895955777884162/XSFC0rl7_normal.jpg","http://pbs.twimg.com/profile_images/806895955777884162/XSFC0rl7_normal.jpg","https://pbs.twimg.com/profile_images/806895955777884162/XSFC0rl7_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,FALSE,"https://pbs.twimg.com/profile_banners/806895230863568896/1481482172"
"21","817133222484176896","R-Ladies BuenosAires","RLadiesBA","Buenos Aires, Argentina","R-Ladies Buenos Aires es parte de una organización mundial para promover la Diversidad de Género en la comunidad R.
#RLadies #rstats",FALSE,217,183,11,2017-01-05 22:18:36,398,-10800,"Buenos Aires",FALSE,FALSE,426,"es",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/817136815719247872/eaBySMPI_normal.jpg","https://pbs.twimg.com/profile_images/817136815719247872/eaBySMPI_normal.jpg","http://pbs.twimg.com/profile_images/817136815719247872/eaBySMPI_normal.jpg","https://pbs.twimg.com/profile_images/817136815719247872/eaBySMPI_normal.jpg","88398A","000000","000000","000000",FALSE,FALSE,FALSE,"https://pbs.twimg.com/profile_banners/817133222484176896/1492708639"
